Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Project ID,Agency Project ID,Project Name,Start Date,Start Year,Completion Date (B1),Completion Date,Duration,Planned Project Completion Date (B2),Projected/Actual Project Completion Date (B2),Lifecycle Cost,Schedule Variance (in days),Schedule Variance (%),Cost Variance ($ M),Cost Variance (%),Planned Cost ($ M),Projected/Actual Cost ($ M),Updated Date,Updated Time,Unique Project ID
029-555555110,8,29,Department of Veterans Affairs,Medical 21st Century TeleHealth,2841,1010230605,Clinical Video Teleconferencing (CVT),2011-09-16T00:00:00Z,2011,2014-09-30T00:00:00Z,2014,1110,2012-09-28T00:00:00Z,2012-09-28T00:00:00Z,7.378058,0,0,-1.02758,-42.11,2.440494,3.468074,2012-06-21T00:00:00Z,1970-01-01T10:40:10Z,1010230605
029-555555110,8,29,Department of Veterans Affairs,Medical 21st Century TeleHealth,2870,1110240635,Customer Relationship Management_Knowledge Management (CRM_KM) - Fix the Phones,2012-04-16T00:00:00Z,2012,2013-06-18T00:00:00Z,2013,428,,,3.3,-77,-128.33,0,0,0.33,0.33,2011-11-30T00:00:00Z,1970-01-01T19:50:17Z,1110240635
029-666666107,391,29,Department of Veterans Affairs,Benefits 21st Century Education,2327,1011020615,Education Application Development - WSMS,2010-02-03T00:00:00Z,2010,2012-03-07T00:00:00Z,2012,763,2012-02-07T00:00:00Z,2012-03-07T00:00:00Z,1.958668,-60,-19.67,0,0,0.91483,0.91483,2012-06-21T00:00:00Z,1970-01-01T10:41:04Z,1011020615
029-666666107,391,29,Department of Veterans Affairs,Benefits 21st Century Education,2328,1103030604,Education Application Development - TIMS,2010-12-27T00:00:00Z,2010,2013-06-23T00:00:00Z,2013,908,,,8.4308,0,0,0,0,1.358783,1.358783,2012-02-28T00:00:00Z,1970-01-01T14:14:33Z,1103030604
029-666666107,391,29,Department of Veterans Affairs,Benefits 21st Century Education,2329,1106170603,Chapter 33 Release 5_1,2011-05-16T00:00:00Z,2011,2011-10-17T00:00:00Z,2011,154,2011-10-17T00:00:00Z,2011-10-17T00:00:00Z,23.178888,0,0,0.645055,3.09,20.860999,20.215944,2012-02-28T00:00:00Z,1970-01-01T14:14:33Z,1106170603
029-666666107,391,29,Department of Veterans Affairs,Benefits 21st Century Education,2330,1109141019,Automate GI Bill Long-Term Solution Development,2011-09-13T00:00:00Z,2011,2013-09-30T00:00:00Z,2013,748,2012-07-30T00:00:00Z,2012-07-30T00:00:00Z,151.4,-32,-9.97,0,0,70.948,70.948,2012-03-19T00:00:00Z,1970-01-01T08:42:11Z,1109141019
029-666666107,391,29,Department of Veterans Affairs,Benefits 21st Century Education,3073,1201260833,Veterans Retraining Assistance Program (VRAP),2012-03-01T00:00:00Z,2012,2012-08-31T00:00:00Z,2012,182,2012-07-06T00:00:00Z,2012-05-23T00:00:00Z,2,15,24.19,0.001872,1.56,0.12,0.118128,2012-06-21T00:00:00Z,1970-01-01T10:41:04Z,1201260833
029-666666265,468,29,Department of Veterans Affairs,Benefits 21st Century Paperless Delivery of Veterans Benefits,2335,1104200603,VBMS Phase 2,2010-11-29T00:00:00Z,2010,2012-02-24T00:00:00Z,2012,452,2011-11-24T00:00:00Z,2011-11-24T00:00:00Z,71.293646,0,0,0,0,45.858336,45.858336,2011-12-20T00:00:00Z,1970-01-01T07:09:21Z,1104200603
029-666666265,468,29,Department of Veterans Affairs,Benefits 21st Century Paperless Delivery of Veterans Benefits,2336,1109120896,VBMS Phase 4,2012-06-03T00:00:00Z,2012,2013-02-21T00:00:00Z,2013,263,2012-05-31T00:00:00Z,2012-04-26T00:00:00Z,82.62749,35,40.7,0,0,82.62749,82.62749,2012-06-21T00:00:00Z,1970-01-01T10:41:17Z,1109120896
029-666666265,468,29,Department of Veterans Affairs,Benefits 21st Century Paperless Delivery of Veterans Benefits,2337,1109120898,VBMS Phase 3,2011-02-06T00:00:00Z,2011,2012-08-23T00:00:00Z,2012,563,2011-12-22T00:00:00Z,2011-12-22T00:00:00Z,52.195877,-253,-124.63,0,0,52.195877,52.195877,2012-03-19T00:00:00Z,1970-01-01T08:42:16Z,1109120898
029-666666265,468,29,Department of Veterans Affairs,Benefits 21st Century Paperless Delivery of Veterans Benefits,3131,1201090815,Centralized Administrative Accounting Transaction System,2012-03-30T00:00:00Z,2012,2013-10-31T00:00:00Z,2013,580,,,9.853875,0,0,0,0,0.4764,0.4764,2012-06-21T00:00:00Z,1970-01-01T10:41:17Z,1201090815
029-666666265,468,29,Department of Veterans Affairs,Benefits 21st Century Paperless Delivery of Veterans Benefits,3133,1202010754,Virtual VA Development for CAPRI,2011-10-26T00:00:00Z,2011,2012-06-18T00:00:00Z,2012,236,2012-06-18T00:00:00Z,2012-06-18T00:00:00Z,12,-74,-31.36,3.374424,28.12,12,8.625576,2012-05-21T00:00:00Z,1970-01-01T14:08:45Z,1202010754
029-666666109,470,29,Department of Veterans Affairs,Benefits Legacy,2331,1106230604,Fast Track Claims Processing (Agent Orange),2010-05-07T00:00:00Z,2010,2012-09-30T00:00:00Z,2012,877,2011-12-31T00:00:00Z,2012-01-15T00:00:00Z,43.752,-15,-11.72,0,0,0.427537,0.427537,2012-04-17T00:00:00Z,1970-01-01T11:53:27Z,1106230604
029-666666109,470,29,Department of Veterans Affairs,Benefits Legacy,2819,1007280603,CWINRS_BDN Migration,2009-01-10T00:00:00Z,2009,2013-08-02T00:00:00Z,2013,1664,,,13.93,0,0,0,0,1.659,1.659,2012-03-19T00:00:00Z,1970-01-01T08:42:11Z,1007280603
029-666666109,470,29,Department of Veterans Affairs,Benefits Legacy,2848,1109141066,VRE Quality Assurance QA Web,2011-01-09T00:00:00Z,2011,2012-10-15T00:00:00Z,2012,644,2011-10-31T00:00:00Z,2011-07-12T00:00:00Z,0.5,-37,-61.67,0,0,0.15,0.15,2012-01-19T00:00:00Z,1970-01-01T14:58:51Z,1109141066
029-666666109,470,29,Department of Veterans Affairs,Benefits Legacy,3075,1106060604,St Paul Rules Based Claims Processing Pilot,2010-12-23T00:00:00Z,2010,2013-05-30T00:00:00Z,2013,888,,,5.79022,0,0,-0.868413,-22.4,3.877357,4.74577,2012-06-21T00:00:00Z,1970-01-01T10:41:09Z,1106060604
029-666666264,471,29,Department of Veterans Affairs,Benefits Legacy VETSNET,2332,1010270604,VETSNET Release Management - VR 13,2011-04-29T00:00:00Z,2011,2012-02-08T00:00:00Z,2012,285,2012-04-05T00:00:00Z,2012-04-05T00:00:00Z,10.442333,-119,-32.08,3.42287,38.4,8.91402,5.49115,2012-05-21T00:00:00Z,1970-01-01T14:08:45Z,1010270604
029-666666264,471,29,Department of Veterans Affairs,Benefits Legacy VETSNET,2820,1010270603,VETSNET Release Management - VR14,2011-03-10T00:00:00Z,2011,2012-04-09T00:00:00Z,2012,395,2012-01-27T00:00:00Z,2012-04-13T00:00:00Z,10.442333,-77,-66.38,0,0,1.044233,1.044233,2012-05-21T00:00:00Z,1970-01-01T14:08:45Z,1010270603
029-666666264,471,29,Department of Veterans Affairs,Benefits Legacy VETSNET,2844,1109130802,VETSNET Release Management - VR15,2012-05-03T00:00:00Z,2012,2013-04-30T00:00:00Z,2013,362,2012-08-20T00:00:00Z,2012-08-14T00:00:00Z,22.701,-11,-6.55,0.4858,21.4,2.2701,1.7843,2012-08-14T00:00:00Z,1970-01-01T06:10:43Z,1109130802
029-777777106,472,29,Department of Veterans Affairs,Corporate 21st Century Core,2339,1007290605,Talent Management System FY11 Enhancements,2011-04-29T00:00:00Z,2011,2012-09-28T00:00:00Z,2012,518,,,13.63564,-224,-48.48,0.169341,1.3,13.028134,12.858793,2012-05-21T00:00:00Z,1970-01-01T14:08:46Z,1007290605
029-777777106,472,29,Department of Veterans Affairs,Corporate 21st Century Core,2340,1007300603,Human Resources Information System (HRIS) Shared Service Center (SSC),2011-01-07T00:00:00Z,2011,2017-09-30T00:00:00Z,2017,2457,2012-12-31T00:00:00Z,2012-12-31T00:00:00Z,76.3,0,0,0,0,1.744313,1.744313,2012-05-21T00:00:00Z,1970-01-01T14:08:46Z,1007300603
029-777777106,472,29,Department of Veterans Affairs,Corporate 21st Century Core,2341,1010150603,WebHR,2011-07-18T00:00:00Z,2011,2012-09-18T00:00:00Z,2012,428,,,22.981917,0,0,0,0,2.552,2.552,2012-06-21T00:00:00Z,1970-01-01T10:41:28Z,1010150603
029-777777106,472,29,Department of Veterans Affairs,Corporate 21st Century Core,2342,1010150604,Equal Employment Opportunity-Alternate Dispute Resolution (EEO-ADR) Dashboard,2011-01-06T00:00:00Z,2011,2012-02-03T00:00:00Z,2012,393,2012-02-03T00:00:00Z,2012-02-03T00:00:00Z,0.54,0,0,0,0,0.249,0.249,2012-03-19T00:00:00Z,1970-01-01T08:42:27Z,1010150604
029-777777106,472,29,Department of Veterans Affairs,Corporate 21st Century Core,2343,1010150609,Reasonable Accommodation Compliance System,2011-02-24T00:00:00Z,2011,2012-02-24T00:00:00Z,2012,365,2012-02-24T00:00:00Z,2012-02-23T00:00:00Z,0.175,1,0.51,0,0,0.15,0.15,2012-05-21T00:00:00Z,1970-01-01T14:08:46Z,1010150609
029-777777106,472,29,Department of Veterans Affairs,Corporate 21st Century Core,2344,1010150613,Child Care Records Management System,2011-01-04T00:00:00Z,2011,2013-03-25T00:00:00Z,2013,811,2012-04-30T00:00:00Z,2012-04-27T00:00:00Z,3.249673,3,0.98,-0.069844,-6.96,1.003416,1.07326,2012-06-21T00:00:00Z,1970-01-01T10:41:28Z,1010150613
029-777777106,472,29,Department of Veterans Affairs,Corporate 21st Century Core,2345,1010150614,Personnel Accountability System (PAS),2010-11-08T00:00:00Z,2010,2012-09-28T00:00:00Z,2012,689,2012-09-28T00:00:00Z,2012-09-28T00:00:00Z,2.6,0,0,0,0,2.6,2.6,2012-06-21T00:00:00Z,1970-01-01T10:41:28Z,1010150614
029-777777106,472,29,Department of Veterans Affairs,Corporate 21st Century Core,2346,1010150615,Workforce Planning,2011-03-25T00:00:00Z,2011,2012-09-30T00:00:00Z,2012,554,,,6.249673,12,2.23,0,0,1.89481,1.89481,2012-06-21T00:00:00Z,1970-01-01T10:41:28Z,1010150615
029-777777106,472,29,Department of Veterans Affairs,Corporate 21st Century Core,2347,1010150617,Human Resource (HR) Academy Web Portal,2011-09-05T00:00:00Z,2011,2012-09-28T00:00:00Z,2012,389,2012-09-28T00:00:00Z,2012-09-28T00:00:00Z,2.7,0,0,0,0,2.7,2.7,2012-05-21T00:00:00Z,1970-01-01T14:08:46Z,1010150617
029-777777106,472,29,Department of Veterans Affairs,Corporate 21st Century Core,2348,1101130605,Project Management Accountability System (PMAS) Dashboard,2011-07-25T00:00:00Z,2011,2014-01-04T00:00:00Z,2014,894,2011-10-31T00:00:00Z,2012-03-05T00:00:00Z,18.051,-185,-188.78,0,0,0.431166,0.431166,2012-06-21T00:00:00Z,1970-01-01T10:41:28Z,1101130605
029-777777106,472,29,Department of Veterans Affairs,Corporate 21st Century Core,2349,1105030605,VA Time and Attendance System (VATAS),2009-12-31T00:00:00Z,2009,2013-06-28T00:00:00Z,2013,1274,2012-08-13T00:00:00Z,2012-08-13T00:00:00Z,34.125,-18,-4.02,1.920423,20.92,9.181281,7.260858,2012-05-21T00:00:00Z,1970-01-01T14:08:46Z,1105030605
029-777777106,472,29,Department of Veterans Affairs,Corporate 21st Century Core,2350,1105200603,VA for Vets,2011-05-20T00:00:00Z,2011,2013-09-30T00:00:00Z,2013,864,2012-11-06T00:00:00Z,2012-07-06T00:00:00Z,25.825736,4,1.28,0,0,5.361704,5.361704,2012-06-21T00:00:00Z,1970-01-01T10:41:28Z,1105200603
029-777777106,472,29,Department of Veterans Affairs,Corporate 21st Century Core,2351,1105270603,VAFM Space and Equipment Planning System- SEPS 3,2011-10-01T00:00:00Z,2011,2013-06-14T00:00:00Z,2013,622,,,7.563,0,0,0,0,1.2,1.2,2012-06-21T00:00:00Z,1970-01-01T10:41:28Z,1105270603
029-777777106,472,29,Department of Veterans Affairs,Corporate 21st Century Core,2352,1105310603,VAFM Corporate and Regional Matrixed Budget Management System,2010-12-10T00:00:00Z,2010,2016-03-28T00:00:00Z,2016,1934,2012-09-28T00:00:00Z,2012-09-28T00:00:00Z,11.5,0,0,0,0,1.52,1.52,2012-05-21T00:00:00Z,1970-01-01T14:08:46Z,1105310603
029-777777106,472,29,Department of Veterans Affairs,Corporate 21st Century Core,2353,1109080699,VAFM Construction Project Management Software,2010-12-10T00:00:00Z,2010,2015-12-30T00:00:00Z,2015,1846,2012-06-01T00:00:00Z,2012-08-06T00:00:00Z,16.148671,-238,-52.77,0,0,1.702256,1.702256,2012-05-21T00:00:00Z,1970-01-01T14:08:46Z,1109080699
029-777777106,472,29,Department of Veterans Affairs,Corporate 21st Century Core,2354,1109121130,SCIP Automation Tool (SAT) - Long Term Solution,2010-01-11T00:00:00Z,2010,2012-10-15T00:00:00Z,2012,1007,2012-06-15T00:00:00Z,2012-06-30T00:00:00Z,38.603,-77,-30.08,0,0,1.688296,1.688296,2012-05-21T00:00:00Z,1970-01-01T14:08:46Z,1109121130
029-777777106,472,29,Department of Veterans Affairs,Corporate 21st Century Core,2355,1109130819,Central Office Human Resources Service (COHRS) Workload Tracking System,2011-04-29T00:00:00Z,2011,2013-03-17T00:00:00Z,2013,688,2012-04-30T00:00:00Z,2012-04-30T00:00:00Z,0.1459,0,0,0,0,0.118,0.118,2012-05-21T00:00:00Z,1970-01-01T14:08:46Z,1109130819
029-777777106,472,29,Department of Veterans Affairs,Corporate 21st Century Core,2356,1109130879,VAFM Business Management System Support and Hosting,2010-01-10T00:00:00Z,2010,2012-09-30T00:00:00Z,2012,993,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,3.626,0,0,0,0,2.243,2.243,2012-05-21T00:00:00Z,1970-01-01T14:08:46Z,1109130879
029-777777106,472,29,Department of Veterans Affairs,Corporate 21st Century Core,2357,1109190770,Talent Management System FY12 Enhancements,2012-03-19T00:00:00Z,2012,2013-08-11T00:00:00Z,2013,509,2012-05-25T00:00:00Z,2012-04-17T00:00:00Z,5.679,-98,-146.27,0,0,0.502507,0.502507,2012-06-21T00:00:00Z,1970-01-01T10:41:28Z,1109190770
029-777777106,472,29,Department of Veterans Affairs,Corporate 21st Century Core,2821,1010150610,Labor Management Relations Tracking System (LMR),2011-02-02T00:00:00Z,2011,2012-02-24T00:00:00Z,2012,387,2012-02-24T00:00:00Z,2012-02-23T00:00:00Z,0.31,1,0.51,0,0,0.249,0.249,2012-05-21T00:00:00Z,1970-01-01T14:08:46Z,1010150610
029-777777106,472,29,Department of Veterans Affairs,Corporate 21st Century Core,2822,1010150611,SES Collaborative Website,2009-02-12T00:00:00Z,2009,2012-02-29T00:00:00Z,2012,1112,2011-10-31T00:00:00Z,2011-10-31T00:00:00Z,4.67096,0,0,0,0,0.59032,0.59032,2012-03-19T00:00:00Z,1970-01-01T08:42:27Z,1010150611
029-777777106,472,29,Department of Veterans Affairs,Corporate 21st Century Core,2823,1107260603,CSEMO Performance and Talent Management System (CPTMS),2011-07-26T00:00:00Z,2011,2013-09-27T00:00:00Z,2013,794,,,5.754363,0,0,-2.0E-5,0,1.810969,1.810989,2012-06-21T00:00:00Z,1970-01-01T10:41:28Z,1107260603
029-777777029,473,29,Department of Veterans Affairs,Corporate 21st Century SAM,2338,1109131061,Strategic Asset Management (SAM) Replanned Effort,2011-01-10T00:00:00Z,2011,2011-10-27T00:00:00Z,2011,289,2011-10-27T00:00:00Z,2011-10-27T00:00:00Z,23.664,0,0,3.074641,76.87,4,0.925359,2012-03-19T00:00:00Z,1970-01-01T08:42:23Z,1109131061
029-777777109,474,29,Department of Veterans Affairs,Enterprise IT Support,2824,1109100966,IOC - Common Operating Picture - COOP,2011-07-03T00:00:00Z,2011,2012-07-31T00:00:00Z,2012,394,2012-06-20T00:00:00Z,2012-06-20T00:00:00Z,5.937,-72,-23.84,-0.154236,-3.97,3.88345,4.037686,2012-07-17T00:00:00Z,1970-01-01T08:13:24Z,1109100966
029-888888101,478,29,Department of Veterans Affairs,InterAgency 21st Century Core,2943,1111180627,iEHR Presentation Layer,2012-02-02T00:00:00Z,2012,2014-12-31T00:00:00Z,2014,1063,2012-05-09T00:00:00Z,2012-05-09T00:00:00Z,27.08,0,0,0,0,1.668,1.668,2012-06-21T00:00:00Z,1970-01-01T10:41:46Z,1111180627
029-888888101,478,29,Department of Veterans Affairs,InterAgency 21st Century Core,3135,1203140913,iEHR Service Oriented Architecture (SOA) Suite,2012-03-14T00:00:00Z,2012,2012-10-15T00:00:00Z,2012,214,2012-09-15T00:00:00Z,2012-09-15T00:00:00Z,86.697339,0,0,0,0,86.697339,86.697339,2012-05-21T00:00:00Z,1970-01-01T14:08:47Z,1203140913
029-888888104,479,29,Department of Veterans Affairs,InterAgency 21st Century Enrollment Systems Redesign,2367,1109140875,Enrollment Legislative Changes,2011-01-04T00:00:00Z,2011,2015-09-30T00:00:00Z,2015,1729,2012-09-28T00:00:00Z,2012-09-28T00:00:00Z,8.923,0,0,0.075516,2.93,2.576605,2.501089,2012-06-21T00:00:00Z,1970-01-01T10:42:00Z,1109140875
029-888888103,480,29,Department of Veterans Affairs,InterAgency 21st Century PIV,2827,1109220008,PIV Site Enhancements and Expansion,2011-03-10T00:00:00Z,2011,2012-09-28T00:00:00Z,2012,567,2012-03-02T00:00:00Z,2012-03-02T00:00:00Z,4.035,-210,-170.73,0,0,0.3,0.3,2012-05-21T00:00:00Z,1970-01-01T14:08:57Z,1109220008
029-888888103,480,29,Department of Veterans Affairs,InterAgency 21st Century PIV,2828,1109220011,PIV Physical Access Control Systems (PACS),2011-03-10T00:00:00Z,2011,2012-09-28T00:00:00Z,2012,567,2012-03-02T00:00:00Z,2012-03-02T00:00:00Z,11.263,-210,-170.73,0,0,0.3,0.3,2011-10-31T00:00:00Z,1970-01-01T12:44:11Z,1109220011
029-888888103,480,29,Department of Veterans Affairs,InterAgency 21st Century PIV,2845,1004130603,Safety and Security Initiative (HSPD-12)(PIV),2009-07-20T00:00:00Z,2009,2011-12-30T00:00:00Z,2011,893,2011-12-30T00:00:00Z,2011-12-30T00:00:00Z,21.258,-245,-100.82,0.123656,18.44,0.670669,0.547013,2012-03-19T00:00:00Z,1970-01-01T08:42:52Z,1004130603
029-888888102,481,29,Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,2358,1003180604,Administrative Data Repository (ADR),2010-03-18T00:00:00Z,2010,2017-09-29T00:00:00Z,2017,2751,,,51.128,-2,-0.55,0.12243,5.25,2.332,2.20957,2012-05-21T00:00:00Z,1970-01-01T14:08:50Z,1003180604
029-888888102,481,29,Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,2359,1003300603,Nationwide Health Information Network Adapter Gateway,2008-01-10T00:00:00Z,2008,2012-12-31T00:00:00Z,2012,1817,,,40.710699,0,0,-0.343867,-1.32,26.043431,26.387298,2012-06-21T00:00:00Z,1970-01-01T10:41:50Z,1003300603
029-888888102,481,29,Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,2360,1010250603,Health Data Repository  (HDR) II,2004-02-18T00:00:00Z,2004,2017-09-29T00:00:00Z,2017,4971,,,89.512,-8,-2.22,0,0,4.005,4.005,2012-05-21T00:00:00Z,1970-01-01T14:08:50Z,1010250603
029-888888102,481,29,Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,2361,1012160603,Nationwide Health Information Network Direct,2010-10-19T00:00:00Z,2010,2012-12-31T00:00:00Z,2012,804,,,7.684208,0,0,-0.31723,-5.05,6.281751,6.598981,2012-06-21T00:00:00Z,1970-01-01T10:41:50Z,1012160603
029-888888102,481,29,Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,2362,1101110603,BHIE Performance and Usability Enhancements (PUE),2011-11-01T00:00:00Z,2011,2015-09-30T00:00:00Z,2015,1428,2012-09-28T00:00:00Z,2012-09-28T00:00:00Z,55,0,0,0,0,7.399836,7.399836,2012-04-17T00:00:00Z,1970-01-01T11:54:10Z,1101110603
029-888888102,481,29,Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,2363,1103080603,Nationwide Health Information Network Veteran Authorization and Preferences (VAP),2011-02-24T00:00:00Z,2011,2012-12-31T00:00:00Z,2012,676,,,9.413399,0,0,-0.31201,-3.39,9.203586,9.515596,2012-06-21T00:00:00Z,1970-01-01T10:41:50Z,1103080603
029-888888102,481,29,Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,2364,1105040604,CHDR Veteran Health Information Model Release,2011-01-06T00:00:00Z,2011,2012-01-05T00:00:00Z,2012,364,2012-02-29T00:00:00Z,2011-03-12T00:00:00Z,3.506,88,48.62,0,0,2.96,2.96,2011-12-20T00:00:00Z,1970-01-01T07:09:24Z,1105040604
029-888888102,481,29,Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,2366,1109200009,STS - Problem List Standardization,2010-01-10T00:00:00Z,2010,2012-01-10T00:00:00Z,2012,730,,,0.63725,0,0,0.003125,0.57,0.55,0.546875,2012-02-28T00:00:00Z,1970-01-01T14:14:38Z,1109200009
029-888888102,481,29,Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,2825,1109200025,STS - VA Enterprise Terminology Services (VETS),2011-07-29T00:00:00Z,2011,2012-01-10T00:00:00Z,2012,165,2012-01-30T00:00:00Z,2012-01-30T00:00:00Z,0.918,0,0,-0.01,-5,0.2,0.21,2012-03-19T00:00:00Z,1970-01-01T08:42:46Z,1109200025
029-888888102,481,29,Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,3077,1202021049,VLER Data Access Services (DAS),2012-02-04T00:00:00Z,2012,2017-09-29T00:00:00Z,2017,2063,2012-09-28T00:00:00Z,2012-09-28T00:00:00Z,66.601,0,0,0,0,3.12,3.12,2012-04-17T00:00:00Z,1970-01-01T11:54:09Z,1202021049
029-888888102,481,29,Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,3079,1202261297,Veteran Authorization and Preferences Interface Improvements (VAP II),2012-03-15T00:00:00Z,2012,2017-09-29T00:00:00Z,2017,2023,2012-04-30T00:00:00Z,2012-04-30T00:00:00Z,29.913,-123,-267.39,0,0,0.01,0.01,2012-04-17T00:00:00Z,1970-01-01T11:54:10Z,1202261297
029-555555111,482,29,Department of Veterans Affairs,Medical 21st Century Bar Code Expansion(BCE),2252,1003150605,Bar Code Expansion (BCE) Positive Patient Identification,2010-02-19T00:00:00Z,2010,2015-11-22T00:00:00Z,2015,2102,,,21.693,0,0,0,0,8.188884,8.188884,2011-09-30T00:00:00Z,1970-01-01T06:11:41Z,1003150605
029-555555194,483,29,Department of Veterans Affairs,Medical 21st Century CAPRI,2320,1003210606,Compensation and Pension Record Interchange (CAPRI) Tactical Enhancements,2011-01-04T00:00:00Z,2011,2012-09-28T00:00:00Z,2012,632,2012-09-28T00:00:00Z,2012-09-28T00:00:00Z,5.094378,0,0,0.10825,4.1,2.640574,2.532324,2012-06-21T00:00:00Z,1970-01-01T10:40:53Z,1003210606
029-555555108,484,29,Department of Veterans Affairs,Medical 21st Century Development Core,2226,1003230605,Emergency Department Integration Software (EDIS) - Version 2,2011-03-01T00:00:00Z,2011,2014-09-30T00:00:00Z,2014,1308,,,19.42,0,0,-0.354485,-4.99,7.102164,7.456649,2012-06-21T00:00:00Z,1970-01-01T10:40:04Z,1003230605
029-555555108,484,29,Department of Veterans Affairs,Medical 21st Century Development Core,2227,1003240605,Surgery Quality and Workflow Manager (SQWM),2010-01-08T00:00:00Z,2010,2014-05-30T00:00:00Z,2014,1602,2012-11-10T00:00:00Z,2012-11-10T00:00:00Z,204.286,0,0,10.758098,30.78,34.952687,24.194589,2012-06-21T00:00:00Z,1970-01-01T10:40:04Z,1003240605
029-555555108,484,29,Department of Veterans Affairs,Medical 21st Century Development Core,2228,1010210603,Primary Care Management Module (PCMM) Rehost_Reengineering,2011-08-17T00:00:00Z,2011,2014-01-30T00:00:00Z,2014,897,,,11.947,0,0,0,0,4.846998,4.846998,2012-05-21T00:00:00Z,1970-01-01T14:08:42Z,1010210603
029-555555108,484,29,Department of Veterans Affairs,Medical 21st Century Development Core,2229,1101060604,Beneficiary Travel Enhancement,2010-01-10T00:00:00Z,2010,2012-09-10T00:00:00Z,2012,973,2012-04-09T00:00:00Z,2012-04-09T00:00:00Z,2.325,0,0,0,0,1.998856,1.998856,2012-03-19T00:00:00Z,1970-01-01T08:42:07Z,1101060604
029-555555108,484,29,Department of Veterans Affairs,Medical 21st Century Development Core,2230,1101060605,Non-VA Care - Claims Processing,2010-01-10T00:00:00Z,2010,2012-09-26T00:00:00Z,2012,989,2012-09-26T00:00:00Z,2012-09-26T00:00:00Z,16.867,0,0,0,0,9.029833,9.029833,2012-05-21T00:00:00Z,1970-01-01T14:08:42Z,1101060605
029-555555108,484,29,Department of Veterans Affairs,Medical 21st Century Development Core,2231,1101130606,Veterans Benefit Handbook,2011-03-31T00:00:00Z,2011,2017-06-30T00:00:00Z,2017,2283,,,49.94,0,0,3.340654,33.61,9.94,6.599346,2012-06-21T00:00:00Z,1970-01-01T10:40:04Z,1101130606
